user_id,recipe_id,date,rating,review
101432,58224,2012-09-14,5,"This was really a very nice change from plain burgers! I had only 3/4 lb of beef to use up, and I was able to cut the recipe down perfectly.  I used brown mustard (all I had) and just a small squirt of ketchup (for my hubby's taste), but everything else was to the letter.  I steamed a couple hoagie buns on top of the meat and topped our big sandwiches with American cheese and dill pickles.  It was WONDERFUL!  Thanks for a great recipe!"
37779,58224,2015-02-21,0,"Delicious sandwich. Salt and pepper amounts used--2 t. salt, 1 t. coarse black pepper. Served on lightly toasted buns spread w/ yellow mustard and added dill pickles slices on top. I love the cheese slices melted into the ground beef. A quick and easy supper for us. Thanks for sharing."
2000498330,58224,2016-04-26,5,Wonderful tangy sloppy sandwich.
80353,93958,2006-05-31,5,"I used only all-purpose flour for this recipe and, because sorghum is unavailable, here, subbed molasses instead, which worked out fine, although it may have made the muffin a bit darker in appearance.  The muffins were very nicely-flavoured - the spice /cocoa/citrus combo coming out well.  Good rise, and tender crumb.  Excellent accompaniment to a cup of hot coffee!"
141898,49262,2006-04-16,5,This was the first time I've made hollandaise sauce and it turned out great! I put a heatproof glass bowl over a pot of simmering/boiling water since I do not have a double boiler per-say. Everyone loved it! I will definatly make this again.
13506,49262,2008-11-12,5,"Oh ... My ... God.   Where did you get my Grandmother's recipe?!?    LOL.  Thank god for those who still know what a double boiler is for!! 

Can I give this one 10 stars?  Please?!?"
1387163,49262,2009-10-15,3,"I used this recipe in a pinch when I realized I didn't have enough hollandaise. It was good, but I thought it fell short of the real deal. I mixed it with the other hollaindaise I had and it worked out well. Thank you for helping save dinner!LOL"
1595919,49262,2010-04-11,1,"Forget it.  Go with the recipe in Joy of Cooking.  Same ingredients, a bit more work but well worth it.  I found this recipe very disappointing."
281701,152261,2006-08-12,5,"Wow!! You're missing out if you haven't tried this amazing smoothie!!  The flavors of the lime, mango and strawberries is just AWESOME!!  Just perfect for those hot summer days!!!"
185625,107699,2005-01-06,4,my mother used to call this gypsy toast 
254614,474769,2012-02-23,3,This was a nice dish to use up potatoes and make gnocchi. I was confused by the instruction of do not let the eggs cook and wisk until a sauce is created. The only way I could wisk with the spinach in it was to remove the gnocchi. Then put it back before serving. I am sure you will get <br/>more ratings from cooks who love goat cheese. Good luck on the contest!
86318,137434,2006-04-09,4,"This is good - I did substitute regular yogurt for the soy yogurt. My main problem with this is that everything is boiled, not sauteed. I can understand the reason for using no oil, but to me it seems detract from the finished curry. JMO Thank you for an interesting idea. It is a very quick and easy curry.  "
69712,53402,2003-06-04,4,"This definitely is a great lasagne, but seriously, DON'T use as much salt as the recipe calls for.  1/2 tsp. for the whole batch should be enough.  "
68812,53402,2004-01-08,5,"Yum, Yum, Yum!  This was terrific. We added extra garlic, used turkey sausage and ground beef, total of 1 tsp salt, added extra sauce (1 jar of Organic spaghetti sauce) This also freezes well. Great recipe-Thanks
"
183094,53402,2007-03-16,5,"My husband is a very picky eater, but he loves this lasagna! I have used both ground turkey and ground beef and it's great either way. It's fairly simple to make and chances are, you won't have to worry about finding a place for leftovers. It definitely is ""killer."""
856953,53402,2008-06-08,0,"This lasagne is really ""Killer""! My son told me this was the best lasagne he has ever eaten! What a compliment... especially from him :-) The only change I made was the addition of pepperoni slices. The dish turned out excellent! It WILL be made again in this household!"
868654,53402,2009-03-06,5,"I used ground beef and pepperoni and it was great!  Make sure you let the lasagna set for about 15 minutes after taking out of the oven, so it comes out in pieces rather than sliding out onto your plate in a glob!"
98590,22526,2004-11-24,5,I made these a while back for a fellowship meeting at church and forgot to rate them. They were really good and easy. Everybody loved them. Thanks for sharing.
124504,22526,2004-12-18,5,I printed this recipe several weeks ago and had not tried it. This morning I got up to the smell of baking to find hubby had found the recipe and made it as a surprise.I worked till midnight so i never even saw it. What a great surprise and boy is it delicious!!!! 
76951,22526,2004-12-25,5,Fantastic!  And couldn't be easier.  A big hit at my house.
50425,22526,2002-07-28,5,"So EASY!  Big hit with the kids!  I'm sure they ate more then their fair share!  I have found this recipe in several different sites with the only difference being the amount of cinnamon used.  I see amounts ranging from 2 teaspoons to 2 tablespoons (unless it's a typo!)  I used a little over one tablespoon judging by just what looked like ""enough"".  It was very good that way!  Only problem I found was ""cutting"" it into slices so we just pulled it apart and ate it!  Very Yummy!  A great thing to do on the Eve of something like Christmas when you don't want to get up and fix breakfast the next morning.  Good for making while on a vacation with a kitchen as not much is needed for a great home cooked breakfast treat!"
29212,22526,2002-07-29,0,"Killian, I should have mentioned in the recipe that you just pull it apart.  Glad you enjoyed it so much."
20480,22526,2002-07-30,5,VERY GOOD! We really enjoyed it.Thanks
46545,22526,2002-08-02,5,"I LOVE waking up and just popping this in the oven!  And it tastes great, too. (can't go wrong with cinnamon)  Thankyou for our new holiday breakfast."
56118,22526,2002-09-26,5,Thank you for such an easy delicious breakfast for company.  Everyone thinks I spend a lot of time preparing this!  I make this everytime we have overnight guests.  My four year old loves to wake up and smell them baking.  I use the full amount of cinnamon and occasionally add some pecans or walnuts.  One nice thing about this recipe is that it is easy to keep all the ingredients on hand.  
38024,22526,2002-12-22,5,"I love that these can be put together at night and just popped in the oven in the morning. I made these with frozen egg twist rolls (Kineret Chall-ettes) which made these even richer.  However, they must be larger than the frozen rolls referred to in the original recipe.  I put 16 rolls in a bundt pan, and they rose considerably higher than the pan.  They were still delicious, but not so pretty.  Next time, I'll make them with just 8 rolls and they should be gorgeous as well as tasty."
59780,22526,2003-04-08,5,"Awesome Recipe! My friend gave this recipe to me as well and it is the easiest thing to make! I make my homemade buns recipe#58660 and when I reach the step of forming them into buns, I roll these into golf ball size rolls and freeze them in a single layer on a cookie sheet. When they are fully frozen I place them into a container and I'm all set to whip up a fancy morning breakfast! I really enjoyed the smell of these as they baked in the oven and my family, including our exchange student who doesn't like a lot of bread, gobbled up this when I made it for breakfst last week. My husband even put in a request to have it every Sunday! Thanks for posting!"
90799,22526,2003-06-24,5,"This was the most simple, delicious recipe I think i've ever found. I use to make homemade cinnamon rolls and my family would beg for them, I cooked this recipe when they were all over and the taste was so much the same i'll never go to all the trouble of making the other recipe again! It's land of nod for me from now on!! Thank you for your recipe"
113117,22526,2003-11-25,5,"These were great.  I added more brown sugar, cinnamon and pudding.  I also used walnuts instead of raisins.  I will be making these often.  I would also suggest placing the bundt pan on a pizza pan or aluminum foil to catch any overflow."
35848,22526,2003-11-30,5,"Yum!  I love make ahead recipes - followed this one exactly with great results.  Easy, and so delicious hot out of the oven.  I left the leftovers out after breakfast and everyone broke off a piece every time they walked by the kitchen counter!"
112880,22526,2003-12-14,5,"Great recipe!  I'm not reall gung-ho about cinnamon, so I just used 1/2 tbsp and they were great!  Also used pecans instead of raisins.  However, after only 20 minutes of cooking, mine were already burning on top.  Fortunately, I like mine a little well done.  "
107014,22526,2004-01-20,5,Absolutely delicious and SOOOOOOO easy!  Can't get any better than that!!!
125219,22526,2004-02-08,5,"This was as easy as advertised. It is better than most store bought cinnamin rolls, and a snap to make. The warm freshness makes it especially good. You can also add pecans to the mix. Certainly not lo cal or lo carb, but delicious."
79900,22526,2004-04-18,5,I can't believe how easy this was.  It was delicious!  My husband was a bit skeptical when he saw me making it but loved it while he was eating it!!!  I will definitely be making this again (perhaps tomorrow!) because it was so easy to put together and very YUMMY!!!
51272,22526,2004-04-29,5,"Yum, Yum, I made these  with diet vanilla pudding and brown diet sugar twin. My husband loved them even though they were made with the diet ingredients. Will make many more times. I also used my own roll dough."
135511,22526,2004-05-13,2,"Unfortunately this just wasn't a hit with us.  We found the buns too ""sickly sweet"" with altogether too much of the topping on them that we were all picking it off to eat it.  After it cools I found that the topping takes on a very sticky texture that is like taffy sticking to your teeth.  It was extremely easy to make however.  It was worth the try. "
116401,22526,2004-05-25,5,"Excellent!Prepared as directed. I did use pecan halves around one half of a cup and no raisins. I also mixed up a powdered sugar icing using one cup powdered sugar and 2 tablespoons milk and drizzled that over the top of the rolls once I had inverted them onto a plate. Just great, a hit!thnks, PeggyLynn"
134686,22526,2004-05-28,5,"Isn't this a wonderful recipe?  My version uses a 3 oz box of instant butterscotch pudding instead of vanilla pudding, and pecans but not raisins.  To avoid bad language, I prepare it in an angel food cake pan instead of a bundt pan.  Thanks for sharing, Bert."
29063,22526,2004-06-15,5,"Delicious! Made with sugar free pudding and it was wonderful. Enjoyed by everybody, especially me for it's ease - when you have guests and the house is busy it's a snap to do!"
101034,22526,2004-07-03,5,These were so good. I used sugar free pudding and made them in an angel food cake pan. They turned out perfect and so delicious. Thanks Bert
31331,22526,2004-11-21,5,"I first made this last year for Thanksgiving day breakfast.  Sorry that I forgot to review it then, because I have made it several times since!!  Not only did I forget to review it, I forgot to add it to my cookbook!  I'm feeling very blonde!  Had to ask for it in Request A Recipe! It is simply awesome, and oh so easy to do!  The kids just LOVE it!  It will become a holiday tradition in our house!"
163241,22526,2004-12-25,5,"Well, here it is Christmas morning.  I took your advice and put this incredible dessert together last night at midnight.  We all opened our presents today and then I popped it into the oven.  As they are cooking, obviously the house smelled like heaven on earth.  However, my two sons and husband were all tired and kept saying ""we're not hungry!"".  So, out comes the rolls, and I invert them onto a beautiful platter. I put on the saddes puppy dog face I could muster and said, ""I went through all this trouble (lol) to make this and no one will even try it - sniff, sniff.""  So, they said, ""okay, give us a piece.""  Guess what, in about 15 minutes the WHOLE ENTIRE PLATE WAS GONE! They went absolutely crazy.  They said it was the best thing they had ever tasted!  Thank you, thank you for giving me a wonderful recipe. You also gave me a wonderful, funny memory of my tired and cranky boys saying they weren't hungry and then eating the rolls like ravenous lions...lol!  Merry Christmas.

tree luee dee"
176615,22526,2004-12-25,5,"I made these for Christmas morning and the whole pan was gone before lunch. I used a whole stick of butter, left off the raisins, and baked in a tube pan. They were very sweet and rich and enjoyed by all, even me, and I do not usually care for frozen bread dough. Besides being very tasty, these get 5 stars for being pathetically easy and so convenient on a very chaotic Christmas morning. Thanks so much, bert!"
32058,22526,2004-12-29,5,"Everyone wanted the recipe, making again for New Years Brunch!  TY"
27798,22526,2005-01-08,5,Mmmmmm. We loved this. I have made it twice this week. The first time we thought it had just a little bit too much cinnamon glaze on it so when I made it the second time I cut the glaze in half. I think that just a little more than half would be perfect. Thanks so much for a new and really easy breakfast idea! 
185142,22526,2005-01-28,5,"Extremely easy. The taste is sinful and my house smelled amazing. I couldn't find frozen rolls, so I bought 2 1 lb. loaves of frozen bread dough and cut them up. It worked beautifully. Yum! Yum!
(You can cut this recipe in half and bake for 20 min. in a loaf pan)."
122689,22526,2005-01-29,4,my children enjoyed this.The cinnamon sugar mixture was a little hard in places when I served it!! will make this again.
92913,22526,2005-10-05,5,This was so yummy! Easy to prepare. My whole family loved them. I followed the recipe exactly except I forgot to grease the pan and they were a little stuck. We just pulled them apart to eat. Thanks so much!
119466,22526,2005-12-26,5,"I have put these together the past two years on Christmas Eve to bake on Christmas morning. We like that morning to be a relaxing one, and I don't relish the idea of a lot of time spent in the kitchen. They are quite delicious, especially considering the minimal effort involved. Although I normally prefer making my own bread dough, I have no problem using frozen rolls in this situation and think it is fabulous to get up Christmas morning, preheat the oven, and shortly have the smell of cinnamon permeating our home while opening gifts. I do skip the raisins. Thanks for posting the recipe!"
210117,22526,2006-01-18,5,"These pull-apart cinnamon buns are mouth watering! Easy to make, fun to eat!  Tastes like you spent hours raising the dough, etc."
333017,22526,2006-07-22,5,"I have always done this buns for Xmas.  But like everything else I do, I change the recipe.  Since I never have vanilla pudding in the house, that is gone and I do cut the butter down to 1/4 cup.  I have, in the past, made up my own buns...froze them, then used them in this recipe.  I love  the fact that the recipe can be done the night before, so you are stress free in the morning!!"
67103,22526,2006-09-16,3,"I have three boys and none of them liked the rolls.  My husband and I thought they tasted pretty good, but not great.  They smelled great while baking and were beautiful when I inverted them on the plate, so I am a little disappointed.  Around the edges were especially dry with not much of the sauce on them and tasted like just plain dinner rolls.  I will probably not make this recipe again, but it was definitely worth the try.  Thanks, Bert.  I'm sorry I couldn't give it a better rating.  It just didn't work well for our family."
272434,22526,2006-11-08,3,"These were pretty good. They could have been better if the rolls were cut up into small pieces instead of left whole.  All in all, they were decent.  Probably won't make again though. "
57081,22526,2006-12-21,4,"This has become a favourite, on Christmas morning, when the grandparents come for breakfast. I use an angel food pan as well. I use a lipped cookie pan to catch the sugar/butter mixture, and to bake on so it doesn't drip in the oven as well. It grows in the oven too, so I use the lowest rack. Easy to make after wrapping the last present."
345899,22526,2007-01-26,4,"This recipe was great, my kids loved it. I added a bit too much of the vanilla pudding mix and it did make the brown sugar not melt into as much of a gooey syrup, but it didn't ruin it by any means. Stick to the exact measurements and you'll have better than bakery rolls."
165263,22526,2007-03-02,4,Very good.  I think I will cut my rolls in half next time so more of the bread is covered in goo. Great tasting topping!
313120,22526,2007-03-19,5,This recipe was great and so easy.  Thanks will be making this again.
76554,22526,2007-07-16,5,"So very easy and soooo delicious! Ok, they will not compare to let's say Cinnabon or Cinzano but for something quick and easy you can't do better.

I followed the recipe to a T using 2 Tbsp of cinnamon and 1/2 cup of butter. I left out the raisins because no one here likes them.

The only thing I did a little different is that I cut the buns in two so that more pieces had flavoring on them.

Definite keeper for us! We will make these again soon."
174121,22526,2007-11-20,5,I've made this several times and it's always wonderful.
461917,22526,2007-12-23,4,"Very good and easiest cinn. bun recipe I ever made!
If you need them that day, just heat oven to 220 degrees for 10 mins, turn oven off and let the rolls rise in that warmed oven..they rise in about an hour. Then bake as directed.
Thanks for easy recipe!"
7798,22526,2007-12-31,5,"We loved this recipe. I have made it on the past two Christmas Eve's -- sooo easy and so good on Christmas morning when we are opening our gifts with our family. Thank you very much for posting it. I made pudding with the pudding mix I had left over from making this, I just used a little less milk than the recipe on the box of pudding called for."
389431,22526,2008-08-04,5,"This is amazing!
We had 6 overnight guests and I was fretting over what to make for breakfast... stumbled across this recipe and figured it was worth a shot. It was cheap, easy and something I wouldn't have to get up too early to do!
I used all 24 dinner rolls (Bridgefort is the only brand I could find), the whole box of instant pudding mix, 1 TB of cinnamon and then omitted the raisins (there were 4 kids)... 
Let it rise overnight and panicked in the morning when the rolls were coming over the top of the bundt pan!  I pushed them back in and baked as stated...
25 min later, a BEAUTIFUL breakfast was ready for my still sleepy guests...
I served this with fresh bananas and apples... and EVERYONE cleaned their plates!
My DH even remarked that this rivaled his mothers family famous cinnamon rolls that she is requested to  make for every holiday and family function!  
I LOVE this recipe and will be using it often!  Thank you so much!!"
129238,22526,2008-08-16,5,"I have made this several times when I have had overnight guests. It is so easy and tastes so good! I have modified the recipe using just 12 wholewheat frozen dough rolls, 1 tbsp cinnamon, half a stick of butter and 1/2 cup of walnuts or pecans instead of raisins. The rest is the same. I make it in a bundt pan and bake it for 20 mins."
1023906,22526,2008-11-13,5,"Yummy!  I have always wanted to make cinnamon buns and yesterday I finally did it!  Had a group of gals over and everybody raved about them.  Just wish I had sprayed the pan more, but they were wonderful."
1175036,22526,2009-10-12,5,"I had a craving for cinnamon rolls, but did not want to make the effort to roll out dough.  These satisfied my craving and they were wonderful.  I've already recommended them to many people."
218535,22526,2010-10-05,4,This is very good but I thought Pull Apart Monkey Bread Recipe #28980 is better.
1974537,22526,2011-08-18,5,LOVE these!  I had lost the recipe and haven't made them for years and missed them on Christmas mornings!  So easy and so good.  I omit the raisins just for personal preference.  I am so thrilled to have it back in my life:)
2002010667,22526,2018-02-24,0,I also use a loaf of frozen bread dough sliced into 16 pieces instead of the rolls sometimes. Works just as well :)
186979,333797,2009-03-03,5,"I remember, vividly, eating gallons and gallons of this soup as a child growing up on the prairies of Minnesota. But, nothing was written down in those farm kitchens so I lost the original recipe. Thanks to Molly, I found her's posted on a forum and prayed it was the same: it is! Absolutely simple and budget conscious, it still delivers a whollup of a taste! I only used 2 quarts of water (we like it thick) and used marjoram instead of ginger (as grandma would have). Let it cook 2 hours, blended it, and then threw in smoked ham and let it simmer another hour. This soup with a spoon of yogurt on top and crusty rye rolls is perfect for any cold, brisk Winter day."
209255,161370,2006-02-22,3,"The rub on this chicken was great.  The topping, however, did nothing for us.  We used green peppers that weren't overly strong in flavour and they still seemed to overpower the flavour of the topping.  We will use the rub again on its own."
169969,161370,2006-02-25,5,We were expecting a chicken with more of a jerk heat but were not disappointed. We like our jerked chicken with skin so I did not use boneless skinless chicken. The topping was very good and I would suggest doubling it!!! yummy!!! Good luck Chef!
128473,161370,2006-02-26,3,"The chicken turned out plump, moist, tender and a little bit bland. The sauce was nice but definitely needed the habanero pepper. The next time that I make this dish I will marinate the chicken for 1 - 2 days instead of 6 hours, I will also leave the bones and skin on and double all of the spices."
129201,161370,2006-02-27,5,Delicious!!  Made to the recipe apart from cutting my chicken into largish chunks. Great flavour and easy to prepare - this was a hit with the family. My only problem with the recipe is that you didn't state a temperature for the oven - I baked at 180C for about 40 minutes. Thanks for a great meal and good luck!!!
66008,161370,2006-03-02,4,This was good though it did have a bite to it. The recipe does not state the cooking temperature.
293901,161370,2006-03-06,4,"I don't think I've ever eaten chicken breasts that were as tender as these.  The rub is wonderful, though a little too hot for our taste and that is the only reason this didn't get 5 stars.  So easy to prep and the topping went together in a snap.  I shall make this again with maybe 1/2 of the amount of cayenne, chili amd black peppers. The aroma is lovely and the flavor combo quite good."
219942,161370,2006-03-07,5,"We loved this chicken, even the picky daughter. The jerk rub did just as you said and filled the house with lovely smells! For the topping I used 3 cloves of garlic, (we love garlic!), and 1 jalapeno. I didn't need to let the sauce thicken on the stove. It thickened nicely in the oven. The chicken baked for 45 minutes, (the chicken breasts were large), and came out moist and perfectly cooked. I will be making up a quantity of the jerk rub for future use! Great recipe! "
82616,161370,2006-03-11,5,Ok last night I decided I wanted chicken so I came to zaar to seek out one of the RSC recipes and I found a true winner. I did not have the habanero pepper but it still tasted nummy!! You cannot believe the wonderful smell that fills the house. Why have plain chicken again. The list of ingredients seems intimidating but it really not a huge task to add. Someone really put their thinking caps on for this one. I love it !!!
135269,161370,2006-03-12,5,"This recipe is now the fav chicken dish in our house. My husband was very tired of the same old, so I decided to try something new. I only let the rub mix set for one hour, but next time I will let it sit longer so the flavor is more intence. And I am not a habanero fan, so I split this in two pans, but I ended up helping my husband and son eat their share. I hope to see more recipes like this. Thanks"
39835,161370,2006-03-13,4,"Good and spicy (and I left out the habanero pepper). Next time I'll go a bit easier on the hot spices, but we still enjoyed it and the topping was great over rice. Thanks for sharing and good luck!"
64154,161370,2006-03-19,3,"I made two versions of this.
1) Used skinned leg quarters, Ancho chilli powder and dried thyme leaves.
2) Used bonless chicken braests, regular chilli powder, ground thyme and no cayenne.
The recipe did not say what temp. to bake it at. I started at 325, after 30 minutes it did not seem to be cooking well. I increase the temp to 350 and baked for 45 minutes more. 
The breast (#2) was very strong on thyme. The leg quarters (#1) was ok on thyme, but lacked spicyness that the cayenne should of given it.
Over all both versions lacked something. Perhaps a healthy dose of garlic powder. A good basic recipe with potential.  "
57222,161370,2006-03-22,4,"Wowzer, what a perfectly hot meal! Keeps your mouth warm but doesn't burn. I used 3 chicken breasts as that's what I had, marinated overnight, and instead of habanero pepper used 1/2 orange chile pepper for the topping (again, because that's what I had!). The topping was slightly sweet and complemented the spicy chicken so well. Next time I'll add a bit of salt to the chicken. Oven temperature was not stated; baked at 200 C for 35 minutes. Made for a lovely meal which was light to boot! Thanks! :-)"
182010,161370,2006-03-23,5,Excellent dish.  The chicken is tender and not overly spiced (though I did omit the optional chile).  The topping is wonderfully rich and really makes the dish!
179133,161370,2006-08-14,5,"This was very tasty and very spicy! I had to replace chives with parsley and habanero with pickled jalapeno (couldn't get them). Also used chicken thighs instead of breasts. Recipe didn't give a temp. to bake at so I did at 375Â°F for 35 minutes. Chicken was nice and moist. Loved the flavors from the seasoning mix. Thanks and good luck in the contest! - Mar 5, 2006 Update: I had some of this in the freezer and wanted to do something a little different with it. I thawed out a serving (a couple thighs worth) and then mixed it with a pkg of cream cheese, a couple Tbsp mayo and 1/2 cup shredded cheddar cheese to make an excellent chicken salad! Thanks again Pamela!"
318236,161370,2006-09-17,4,"This is great!  I cut my chicken breasts up into a few pieces, which reduced my cooking time.  I also cut down on the chilli and pepper as I don't like my food too hot. "
353708,161370,2006-10-02,3,"I made this recipe this weekend for my family and they did not care for it.  I have been to Jamaica and it didn't taste like the jerk chicken that they have there.  It was too thyme, too tomatoey and not enough jerk taste.  My husband said it tasted like I poured a hot salsa over top of the chicken and baked it.  The jerk chicken in Jamaica is more like a barbecue sauce on the chicken.  If I make it again, I would tweak the recipe for more jerk flavor."
329638,161370,2007-09-02,5,"Very very good! I mixed the spices together and added it to a bag of skineless chicken legs and thighs, and froze it for several weeks.  I pulled it out of the freezer last nigth to thaw in the fridge.  I mixed up the topping just before baking, and added an additional teaspoon of brown sugar to the topping to sweeten it up a little more for my family's liking, and a few dashes of hot pepper sauce in place of the habenero.  I only added the topping to half the chicken (due to the kids).  It baked up so fantastically- the chicken without the topping were flavorful but not too spicy, the ones with the topping were so flavorful and delicious.  What a great recipe- thanks for posting!"
331557,161370,2007-11-23,5,I really liked the flavour in this.  As we can't handle things too hot I cut the cayenne into a 1/4 teaspoon and omitted the habanero pepper and it was perfect.  Lightly spiced without burning the mouth.  We really enjoyed it.  Thanks for sharing!
722187,161370,2008-01-09,5,It was wonderful spicewise but we used half a cup of serranos for our peppers and it was way too hot - and we know spicey! I will use the serranos again next time but probably a 1/4 cup of them so I can enjoy the other spices.
213139,161370,2008-03-22,5,"This was very good, served it over rice.  I used an unseeded jalapeno instead of the habenero and it was plenty spicy!  Leftover chicken will go into a soup for dinner on Monday night which is something that I do often when we have leftover chicken.  Reviewed for Healthy Choices 2008 ABC Tag Game."
140132,161370,2009-10-03,5,"I made this tonight for supper and we loved it.  The chicken was moist and juicy with the lovely vegetable mixture on top.  I served this with rice and peas and glazed carrots.  Thank you for sharing this recipe with us, its a keeper."
1271914,161370,2009-11-11,1,I expected it to taste like something Jamaican and it really didn't to me. It was not at all  what I expected and it may have been better without the crushed tomatoes.
1008996,161370,2011-02-02,3,"I was a little disappointed with this recipe because it didn't taste very Jamaican, but it wasn't terrible.  The spices and the vegetables were looking very good, until I added the crushed tomatoes.  It seemed like there were too many and I didn't feel like this recipe was much different than putting tomato sauce on top of chicken and baking it.  If I made this again, I would double the spices, or cut the crushed tomatoes in half.  We left out the habenero and the cayenne, because my family does not like spicy stuff.  It may have tasted better with the spicy ingredients, but I think the recipe needs to hold it's own without the spice.  Thanks anyway, it was fun to try!"
2217504,161370,2014-01-29,5,"This is dish creates the most amazing aroma in the kitchen while it&#039;s baking, and then the most amazing flavors explode in your mouth while eating it. I love serving this over rice and a side salad.  Such a different flavor experience. I usually try not to step too far out of my comfort zone with recipes, but I took a chance on this one and it&#039;s now one of our absolute favorites."
198228,42570,2005-04-13,5,"The marinade on this is delicious.  I didn't cut up the chicken, just grilled breast halves, and we had it for our main course.  This was wonderful!"
